TitleNumber,Title,WtrPubIndicator,PubType,Participant,Share,IPNameNumber,CurrentAffliation,RegistrationDate,RegistrationOrigin,ISWCNumber,SongviewStatus
69317639,ES POR TU BIEN,P,O,MUSIC OF AFINARTE,33.33,00817094629,"SESAC   ",09/04/2024,WORKS REGISTRATION,T3276117507,Reconciled
69317639,ES POR TU BIEN,W," ",QUEZADA VILLANUEVA ALFONSO,33.34,01253383362,"BMI     ",09/04/2024,WORKS REGISTRATION,T3276117507,Reconciled
69317746,CORTE DE CAJA,W," ",NORIEGA PADILLA TLALOC,33.33,00661191062,"SACM    ",09/05/2024,WORKS REGISTRATION,T3276117256,Reconciled
69317746,CORTE DE CAJA,P,O,SONGS OF AFINARTE,66.67,00817874992,"BMI     ",09/05/2024,WORKS REGISTRATION,T3276117256,Reconciled
69317746,CORTE DE CAJA,W," ",HERNANDEZ CEBALLOS RAMON ALEJANDRO,33.33,00780778398,"SESAC   ",09/05/2024,WORKS REGISTRATION,T3276117256,Reconciled
69317746,CORTE DE CAJA,P,O,MUSIC OF AFINARTE,33.33,00817094629,"SESAC   ",09/05/2024,WORKS REGISTRATION,T3276117256,Reconciled
69317746,CORTE DE CAJA,W," ",QUEZADA VILLANUEVA ALFONSO,33.34,01253383362,"BMI     ",09/05/2024,WORKS REGISTRATION,T3276117256,Reconciled
69384311,EL EXCLUSIVO,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",09/04/2024,WORKS REGISTRATION,T3276081331,Reconciled
69384311,EL EXCLUSIVO,W," ",AVILA LARES CARLOS DANIEL MR,100.00,01255286836,"BMI     ",09/04/2024,WORKS REGISTRATION,T3276081331,Reconciled
69386204,UN PARO DE COMPAS,W," ",TORRES NIEBLAS JESUS ENRIQUE,33.33,00800372481,"BMI     ",09/04/2024,WORKS REGISTRATION,T3276162546,Reconciled
69386204,UN PARO DE COMPAS,P,O,SONGS OF AFINARTE,66.67,00817874992,"BMI     ",09/04/2024,WORKS REGISTRATION,T3276162546,Reconciled
69386204,UN PARO DE COMPAS,P,O,MELODIES OF AFINARTE,0.00,00807953316,"ASCAP   ",09/04/2024,WORKS REGISTRATION,T3276162546,Reconciled
69386204,UN PARO DE COMPAS,P,O,MELODIES OF RIGOLETTO MUSIC PUBLISHING,33.32,01036461187,"ASCAP   ",09/04/2024,WORKS REGISTRATION,T3276162546,Reconciled
69386204,UN PARO DE COMPAS,W," ",QUEZADA ALFONSO DE JESUS JR MR,33.34,00870476513,"BMI     ",09/04/2024,WORKS REGISTRATION,T3276162546,Reconciled
69386204,UN PARO DE COMPAS,W," ",NAPOLES ALFARO JULIO CESAR,33.32,00820076078,"BMI     ",09/04/2024,WORKS REGISTRATION,T3276162546,Reconciled
69593065,PLACAS DE SINALOA,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",09/18/2024,WORKS REGISTRATION,T3278384962,Reconciled
69593065,PLACAS DE SINALOA,W," ",PINEDA JOSE,100.00,00664430742,"BMI     ",09/18/2024,WORKS REGISTRATION,T3278384962,Reconciled
69659908,ASI HABLAMOS EN TIJUANA,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",09/21/2024,WORKS REGISTRATION,T3279892007,Pending Society Review
69659908,ASI HABLAMOS EN TIJUANA,W," ",RIOS ECHEVERRIA ADRIANA ISABEL (MS),100.00,01113815000,"BMI     ",09/21/2024,WORKS REGISTRATION,T3279892007,Pending Society Review
69660074,MI MUNDO AL REVES,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",09/21/2024,WORKS REGISTRATION,T3279891537,Reconciled
69660074,MI MUNDO AL REVES,W," ",HAROS PEDRO,100.00,00675463414,"BMI     ",09/21/2024,WORKS REGISTRATION,T3279891537,Reconciled
69660101,MEXICO LINDO,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",09/21/2024,WORKS REGISTRATION,T3279891582,Reconciled
69660101,MEXICO LINDO,W," ",REYES FERNANDO VALENZUELA MR,100.00,00382436942,"BMI     ",09/21/2024,WORKS REGISTRATION,T3279891582,Reconciled
69660217,LA GRAN FIESTA DEL CABRA,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",09/21/2024,WORKS REGISTRATION,T3279948657,Pending Society Review
69660217,LA GRAN FIESTA DEL CABRA,W," ",RAMIREZ MALDONADO JUAN,100.00,01027762170,"BMI     ",09/21/2024,WORKS REGISTRATION,T3279948657,Pending Society Review
69660290,INFIERNO,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",09/21/2024,WORKS REGISTRATION,T3279948806,Reconciled
69660290,INFIERNO,W," ",LOPEZ MORALES JOSE ALFONSO MR,100.00,01246324764,"BMI     ",09/21/2024,WORKS REGISTRATION,T3279948806,Reconciled
69660294,X CULIACAN,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",10/23/2024,WORKS REGISTRATION,"           ",Pending Society Review
69660294,X CULIACAN,W," ",DIAZ VEJAR JUAN PABLO,50.00,"           ","NA      ",10/23/2024,WORKS REGISTRATION,"           ",Pending Society Review
69660294,X CULIACAN,W," ",LOPEZ MORALES JOSE ALFONSO MR,50.00,01246324764,"BMI     ",10/23/2024,WORKS REGISTRATION,"           ",Pending Society Review
69660302,AMBICION,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",09/21/2024,WORKS REGISTRATION,T3279948602,Reconciled
69660302,AMBICION,W," ",CARO VEGA JONATHAN FERNANDO,50.00,01219875621,"BMI     ",09/21/2024,WORKS REGISTRATION,T3279948602,Reconciled
69660302,AMBICION,W," ",LOPEZ MORALES JOSE ALFONSO MR,50.00,01246324764,"BMI     ",09/21/2024,WORKS REGISTRATION,T3279948602,Reconciled
69713446,POLVITO ROSA,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",09/27/2024,WORKS REGISTRATION,T3279903496,Pending Society Review
69713446,POLVITO ROSA,W," ",MURILLO ZAZUETA MIGUEL GUADALUPE MR,50.00,01107107016,"BMI     ",09/27/2024,WORKS REGISTRATION,T3279903496,Pending Society Review
69713446,POLVITO ROSA,W," ",LOPEZ AISPURO MANUEL ALEJANDRO,50.00,01230001052,"BMI     ",09/27/2024,WORKS REGISTRATION,T3279903496,Pending Society Review
69878906,LA GANA ME DA,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",10/15/2024,WORKS REGISTRATION,T3285371106,Reconciled
69878906,LA GANA ME DA,W," ",GARCIA NICOLAS JR (MR),100.00,00735012771,"BMI     ",10/15/2024,WORKS REGISTRATION,T3285371106,Reconciled
69878947,MAS DE UNA RAZON,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",10/15/2024,WORKS REGISTRATION,T3285370614,Reconciled
69878947,MAS DE UNA RAZON,W," ",QUEZADA VILLANUEVA ALFONSO,100.00,01253383362,"BMI     ",10/15/2024,WORKS REGISTRATION,T3285370614,Reconciled
69925808,NO FUIMOS,W," ",CALDERON OSCAR,25.00,"           ","NA      ",01/03/2025,WORKS REGISTRATION,"           ",Pending Society Review
69925808,NO FUIMOS,W," ",NORIEGA PADILLA TLALOC,25.00,00661191062,"SACM    ",01/03/2025,WORKS REGISTRATION,"           ",Pending Society Review
69925808,NO FUIMOS,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",01/03/2025,WORKS REGISTRATION,"           ",Pending Society Review
69925808,NO FUIMOS,W," ",RIOS ECHEVERRIA ADRIANA ISABEL (MS),25.00,01113815000,"BMI     ",01/03/2025,WORKS REGISTRATION,"           ",Pending Society Review
69925808,NO FUIMOS,W," ",MERINO RICARDO MR,25.00,01191390751,"BMI     ",01/03/2025,WORKS REGISTRATION,"           ",Pending Society Review
69991726,MI ERROR PREFERIDO,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",10/25/2024,WORKS REGISTRATION,T3285187142,Reconciled
69991726,MI ERROR PREFERIDO,W," ",LOPEZ MORALES JOSE ALFONSO MR,100.00,01246324764,"BMI     ",10/25/2024,WORKS REGISTRATION,T3285187142,Reconciled
69991758,PA QUE SEPAN,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",10/25/2024,WORKS REGISTRATION,T3285266964,Reconciled
69991758,PA QUE SEPAN,W," ",MURILLO ZAZUETA MIGUEL GUADALUPE MR,100.00,01107107016,"BMI     ",10/25/2024,WORKS REGISTRATION,T3285266964,Reconciled
70018583,AL ESTILO DEL PATRON,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",10/27/2024,WORKS REGISTRATION,T3286549682,Reconciled
70018583,AL ESTILO DEL PATRON,W," ",REYES FERNANDO VALENZUELA MR,100.00,00382436942,"BMI     ",10/27/2024,WORKS REGISTRATION,T3286549682,Reconciled
70437567,LOADING,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",11/20/2024,WORKS REGISTRATION,T3290963070,Reconciled
70437567,LOADING,W," ",MURILLO ZAZUETA MIGUEL GUADALUPE MR,50.00,01107107016,"BMI     ",11/20/2024,WORKS REGISTRATION,T3290963070,Reconciled
70437567,LOADING,W," ",LOPEZ MORALES JOSE ALFONSO MR,50.00,01246324764,"BMI     ",11/20/2024,WORKS REGISTRATION,T3290963070,Reconciled
70692963,EL CORRIDO DE LOBITO,P,O,SONGS OF AFINARTE,50.00,00817874992,"BMI     ",12/09/2024,WORKS REGISTRATION,T3292976860,Reconciled
70692963,EL CORRIDO DE LOBITO,P,O,MELODIES OF AFINARTE,0.00,00807953316,"ASCAP   ",12/09/2024,WORKS REGISTRATION,T3292976860,Reconciled
70692963,EL CORRIDO DE LOBITO,W," ",BUSTOS HURTADO ALEMI,50.00,01067193059,"ASCAP   ",12/09/2024,WORKS REGISTRATION,T3292976860,Reconciled
70692963,EL CORRIDO DE LOBITO,P,O,MELODIES OF RIGOLETTO MUSIC PUBLISHING,50.00,01036461187,"ASCAP   ",12/09/2024,WORKS REGISTRATION,T3292976860,Reconciled
70692963,EL CORRIDO DE LOBITO,W," ",QUEZADA ALFONSO DE JESUS JR MR,50.00,00870476513,"BMI     ",12/09/2024,WORKS REGISTRATION,T3292976860,Reconciled
70834691,LA PIEL TIENE MEMORIA,W," ",TREVINO MEDRANO OSCAR IVAN,50.00,00350941765,"BMI     ",12/19/2024,WORKS REGISTRATION,T3296892990,Reconciled
70834691,LA PIEL TIENE MEMORIA,P,O,LA BONITA PUBLISHING LLC,60.00,00667024736,"BMI     ",12/19/2024,WORKS REGISTRATION,T3296892990,Reconciled
70834691,LA PIEL TIENE MEMORIA,P,O,SONGS OF AFINARTE,40.00,00817874992,"BMI     ",12/19/2024,WORKS REGISTRATION,T3296892990,Reconciled
70834691,LA PIEL TIENE MEMORIA,W," ",QUEZADA IMANOL MR,50.00,00870520350,"BMI     ",12/19/2024,WORKS REGISTRATION,T3296892990,Reconciled
70882059,SANTI,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",12/24/2024,WORKS REGISTRATION,T3297658329,Reconciled
70882059,SANTI,W," ",PINEDA JOSE,100.00,00664430742,"BMI     ",12/24/2024,WORKS REGISTRATION,T3297658329,Reconciled
71354324,NO TE QUEDES CON AS GANAS,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",01/29/2025,WORKS REGISTRATION,T3303181586,Reconciled
71354324,NO TE QUEDES CON AS GANAS,W," ",QUEZADA VILLANUEVA ALFONSO,100.00,01253383362,"BMI     ",01/29/2025,WORKS REGISTRATION,T3303181586,Reconciled
71354411,EL MOJADO,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",01/29/2025,WORKS REGISTRATION,T3303181917,Reconciled
71354411,EL MOJADO,W," ",QUEZADA ALFONSO DE JESUS JR MR,100.00,00870476513,"BMI     ",01/29/2025,WORKS REGISTRATION,T3303181917,Reconciled
71354488,MI PRINCESA,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",01/29/2025,WORKS REGISTRATION,T3303267854,Pending Society Review
71354488,MI PRINCESA,W," ",MURILLO ZAZUETA MIGUEL GUADALUPE MR,100.00,01107107016,"BMI     ",01/29/2025,WORKS REGISTRATION,T3303267854,Pending Society Review
71461891,EL DINERO LOS CAMBIO,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",02/05/2025,WORKS REGISTRATION,T3305209267,Reconciled
71461891,EL DINERO LOS CAMBIO,W," ",MURILLO ZAZUETA MIGUEL GUADALUPE MR,100.00,01107107016,"BMI     ",02/05/2025,WORKS REGISTRATION,T3305209267,Reconciled
71461941,AGUITADO,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",02/05/2025,WORKS REGISTRATION,T3305146974,Reconciled
71461941,AGUITADO,W," ",MURILLO ZAZUETA MIGUEL GUADALUPE MR,100.00,01107107016,"BMI     ",02/05/2025,WORKS REGISTRATION,T3305146974,Reconciled
71461960,TU Y YO,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",02/05/2025,WORKS REGISTRATION,T3305147206,Reconciled
71461960,TU Y YO,W," ",MURILLO ZAZUETA MIGUEL GUADALUPE MR,100.00,01107107016,"BMI     ",02/05/2025,WORKS REGISTRATION,T3305147206,Reconciled
71461966,ZUMBANDO,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",02/05/2025,WORKS REGISTRATION,T3305208902,Reconciled
71461966,ZUMBANDO,W," ",MURILLO ZAZUETA MIGUEL GUADALUPE MR,100.00,01107107016,"BMI     ",02/05/2025,WORKS REGISTRATION,T3305208902,Reconciled
71461973,SI ME VEN,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",02/05/2025,WORKS REGISTRATION,T3305209438,Reconciled
71461973,SI ME VEN,W," ",MURILLO ZAZUETA MIGUEL GUADALUPE MR,100.00,01107107016,"BMI     ",02/05/2025,WORKS REGISTRATION,T3305209438,Reconciled
71461979,UN CONVOYSON,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",02/05/2025,WORKS REGISTRATION,T3305209278,Reconciled
71461979,UN CONVOYSON,W," ",MURILLO ZAZUETA MIGUEL GUADALUPE MR,100.00,01107107016,"BMI     ",02/05/2025,WORKS REGISTRATION,T3305209278,Reconciled
71462010,LO QUE SONE,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",02/05/2025,WORKS REGISTRATION,T3305146849,Reconciled
71462010,LO QUE SONE,W," ",MURILLO ZAZUETA MIGUEL GUADALUPE MR,50.00,01107107016,"BMI     ",02/05/2025,WORKS REGISTRATION,T3305146849,Reconciled
71462010,LO QUE SONE,W," ",LOPEZ AISPURO MANUEL ALEJANDRO,50.00,01230001052,"BMI     ",02/05/2025,WORKS REGISTRATION,T3305146849,Reconciled
71462085,DE CALIDAD,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",02/05/2025,WORKS REGISTRATION,T3305209085,Reconciled
71462085,DE CALIDAD,W," ",LOPEZ AISPURO MANUEL ALEJANDRO,100.00,01230001052,"BMI     ",02/05/2025,WORKS REGISTRATION,T3305209085,Reconciled
71462098,EL COMANDO,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",02/05/2025,WORKS REGISTRATION,T3305208651,Reconciled
71462098,EL COMANDO,W," ",LOPEZ AISPURO MANUEL ALEJANDRO,100.00,01230001052,"BMI     ",02/05/2025,WORKS REGISTRATION,T3305208651,Reconciled
71462162,ELIXIR,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",02/05/2025,WORKS REGISTRATION,T3305208526,Reconciled
71462162,ELIXIR,W," ",LOPEZ AISPURO MANUEL ALEJANDRO,100.00,01230001052,"BMI     ",02/05/2025,WORKS REGISTRATION,T3305208526,Reconciled
71462278,IRVIN EL DIECIOCHO,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",02/05/2025,WORKS REGISTRATION,T3305208582,Reconciled
71462278,IRVIN EL DIECIOCHO,W," ",COBIAN CARO RAFAEL JR,100.00,00823332857,"BMI     ",02/05/2025,WORKS REGISTRATION,T3305208582,Reconciled
71462353,ADAN JARAMILLO,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",02/05/2025,WORKS REGISTRATION,T3305208139,Reconciled
71462353,ADAN JARAMILLO,W," ",RAMIREZ MALDONADO JUAN,100.00,01027762170,"BMI     ",02/05/2025,WORKS REGISTRATION,T3305208139,Reconciled
71480913,TUS PADRES,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",02/06/2025,WORKS REGISTRATION,T3305145073,Reconciled
71480913,TUS PADRES,W," ",GARCIA NICOLAS JR (MR),100.00,00735012771,"BMI     ",02/06/2025,WORKS REGISTRATION,T3305145073,Reconciled
71480917,EL JEFE CHITO,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",02/06/2025,WORKS REGISTRATION,T3305145255,Reconciled
71480917,EL JEFE CHITO,W," ",GARCIA NICOLAS JR (MR),100.00,00735012771,"BMI     ",02/06/2025,WORKS REGISTRATION,T3305145255,Reconciled
71480939,METRO OCHENTA Y SIETE,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",02/06/2025,WORKS REGISTRATION,T3305145200,Reconciled
71480939,METRO OCHENTA Y SIETE,W," ",GARCIA NICOLAS JR (MR),100.00,00735012771,"BMI     ",02/06/2025,WORKS REGISTRATION,T3305145200,Reconciled
71480950,ELVIRA,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",02/06/2025,WORKS REGISTRATION,T3305144810,Reconciled
71480950,ELVIRA,W," ",GARCIA NICOLAS JR (MR),100.00,00735012771,"BMI     ",02/06/2025,WORKS REGISTRATION,T3305144810,Reconciled
71480952,COMPA CHITO,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",02/06/2025,WORKS REGISTRATION,T3305145142,Reconciled
71480952,COMPA CHITO,W," ",GARCIA NICOLAS JR (MR),100.00,00735012771,"BMI     ",02/06/2025,WORKS REGISTRATION,T3305145142,Reconciled
71481011,SE DICE DE MI,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",02/06/2025,WORKS REGISTRATION,T3305206199,Reconciled
71481011,SE DICE DE MI,W," ",PINEDA JOSE,100.00,00664430742,"BMI     ",02/06/2025,WORKS REGISTRATION,T3305206199,Reconciled
71482680,CRYPTOS,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",02/06/2025,WORKS REGISTRATION,T3305200282,Reconciled
71482680,CRYPTOS,W," ",MURILLO ZAZUETA MIGUEL GUADALUPE MR,50.00,01107107016,"BMI     ",02/06/2025,WORKS REGISTRATION,T3305200282,Reconciled
71482680,CRYPTOS,W," ",LOPEZ AISPURO MANUEL ALEJANDRO,50.00,01230001052,"BMI     ",02/06/2025,WORKS REGISTRATION,T3305200282,Reconciled
71483102,DE RANCHO A RANCHITO,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",02/06/2025,WORKS REGISTRATION,T3305138056,Reconciled
71483102,DE RANCHO A RANCHITO,W," ",QUEZADA VILLANUEVA ALFONSO,100.00,01253383362,"BMI     ",02/06/2025,WORKS REGISTRATION,T3305138056,Reconciled
71483116,EL EQUIPO,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",02/06/2025,WORKS REGISTRATION,T3305138250,Reconciled
71483116,EL EQUIPO,W," ",QUEZADA ALFONSO DE JESUS JR MR,50.00,00870476513,"BMI     ",02/06/2025,WORKS REGISTRATION,T3305138250,Reconciled
71483116,EL EQUIPO,W," ",QUEZADA VILLANUEVA ALFONSO,50.00,01253383362,"BMI     ",02/06/2025,WORKS REGISTRATION,T3305138250,Reconciled
71483187,MI GUITARRA Y YO,W," ",DE LA CRUZ GARCIA ALFONSO,25.00,00725639621,"ASCAP   ",02/06/2025,WORKS REGISTRATION,T3305137848,Reconciled
71483187,MI GUITARRA Y YO,P,O,SONGS OF AFINARTE,50.00,00817874992,"BMI     ",02/06/2025,WORKS REGISTRATION,T3305137848,Reconciled
71483187,MI GUITARRA Y YO,P,O,MELODIES OF AFINARTE,0.00,00807953316,"ASCAP   ",02/06/2025,WORKS REGISTRATION,T3305137848,Reconciled
71483187,MI GUITARRA Y YO,P,O,MELODIES OF RIGOLETTO MUSIC PUBLISHING,50.00,01036461187,"ASCAP   ",02/06/2025,WORKS REGISTRATION,T3305137848,Reconciled
71483187,MI GUITARRA Y YO,W," ",QUEZADA ALFONSO DE JESUS JR MR,25.00,00870476513,"BMI     ",02/06/2025,WORKS REGISTRATION,T3305137848,Reconciled
71483187,MI GUITARRA Y YO,W," ",QUEZADA VILLANUEVA ALFONSO,25.00,01253383362,"BMI     ",02/06/2025,WORKS REGISTRATION,T3305137848,Reconciled
71483187,MI GUITARRA Y YO,W," ",NAPOLES ALFARO JULIO CESAR,25.00,00820076078,"BMI     ",02/06/2025,WORKS REGISTRATION,T3305137848,Reconciled
71528353,MODO SONRIX,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",02/08/2025,WORKS REGISTRATION,T3306753215,Reconciled
71528353,MODO SONRIX,W," ",MELENDRES NAVA GABRIELA PATRICIA,100.00,01269990199,"BMI     ",02/08/2025,WORKS REGISTRATION,T3306753215,Reconciled
71528456,CAMBIO DE OUTFIT,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",02/08/2025,WORKS REGISTRATION,T3306752427,Reconciled
71528456,CAMBIO DE OUTFIT,W," ",SUZUKI GONZALEZ BRANDON ZAID,50.00,01269989960,"BMI     ",02/08/2025,WORKS REGISTRATION,T3306752427,Reconciled
71528456,CAMBIO DE OUTFIT,W," ",MELENDRES NAVA GABRIELA PATRICIA,50.00,01269990199,"BMI     ",02/08/2025,WORKS REGISTRATION,T3306752427,Reconciled
71528566,ASI ES,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",03/12/2025,WORKS REGISTRATION,T3312279844,Reconciled
71528566,ASI ES,W," ",ALVARADO GALVAN OSCAR EDUARDO,100.00,00765797181,"NA      ",03/12/2025,WORKS REGISTRATION,T3312279844,Reconciled
71575834,VERDE Y BLANCO,P,O,SONGS OF AFINARTE,50.00,00817874992,"BMI     ",02/18/2025,WORKS REGISTRATION,T3304683607,Reconciled
71575834,VERDE Y BLANCO,W," ",GARCIA ALEXANDER,50.00,00782546705,"ASCAP   ",02/18/2025,WORKS REGISTRATION,T3304683607,Reconciled
71575834,VERDE Y BLANCO,P,O,MELODIES OF AFINARTE,0.00,00807953316,"ASCAP   ",02/18/2025,WORKS REGISTRATION,T3304683607,Reconciled
71575834,VERDE Y BLANCO,P,O,MELODIES OF RIGOLETTO MUSIC PUBLISHING,50.00,01036461187,"ASCAP   ",02/18/2025,WORKS REGISTRATION,T3304683607,Reconciled
71575834,VERDE Y BLANCO,W," ",QUEZADA VILLANUEVA ALFONSO,50.00,01253383362,"BMI     ",02/18/2025,WORKS REGISTRATION,T3304683607,Reconciled
71577417,EL FALSETE DEL POTRERO,P,O,UNKNOWN PUBLISHER,25.00,00288936892,"NA      ",06/03/2025,WORKS REGISTRATION,T3304683914,Reconciled
71577417,EL FALSETE DEL POTRERO,W," ",NORIEGA PADILLA TLALOC,25.00,00661191062,"SACM    ",06/03/2025,WORKS REGISTRATION,T3304683914,Reconciled
71577417,EL FALSETE DEL POTRERO,W," ",TORRES NIEBLAS JESUS ENRIQUE,25.00,00800372481,"BMI     ",06/03/2025,WORKS REGISTRATION,T3304683914,Reconciled
71577417,EL FALSETE DEL POTRERO,P,O,SONGS OF AFINARTE,25.00,00817874992,"BMI     ",06/03/2025,WORKS REGISTRATION,T3304683914,Reconciled
71577417,EL FALSETE DEL POTRERO,W," ",GARCIA ALEXANDER,25.00,00782546705,"ASCAP   ",06/03/2025,WORKS REGISTRATION,T3304683914,Reconciled
71577417,EL FALSETE DEL POTRERO,P,O,MELODIES OF AFINARTE,0.00,00807953316,"ASCAP   ",06/03/2025,WORKS REGISTRATION,T3304683914,Reconciled
71577417,EL FALSETE DEL POTRERO,W," ",DIAZ BORJA GERARDO,25.00,00845394311,"ASCAP   ",06/03/2025,WORKS REGISTRATION,T3304683914,Reconciled
71577417,EL FALSETE DEL POTRERO,P,O,MELODIES OF RIGOLETTO MUSIC PUBLISHING,50.00,01036461187,"ASCAP   ",06/03/2025,WORKS REGISTRATION,T3304683914,Reconciled
71580035,GENTE CONVENENCIERA,P,O,SONGS OF AFINARTE,50.00,00817874992,"BMI     ",02/18/2025,WORKS REGISTRATION,T3304682988,Reconciled
71580035,GENTE CONVENENCIERA,W," ",GARCIA ALEXANDER,25.00,00782546705,"ASCAP   ",02/18/2025,WORKS REGISTRATION,T3304682988,Reconciled
71580035,GENTE CONVENENCIERA,P,O,MELODIES OF AFINARTE,0.00,00807953316,"ASCAP   ",02/18/2025,WORKS REGISTRATION,T3304682988,Reconciled
71580035,GENTE CONVENENCIERA,W," ",DIAZ BORJA GERARDO,25.00,00845394311,"ASCAP   ",02/18/2025,WORKS REGISTRATION,T3304682988,Reconciled
71580035,GENTE CONVENENCIERA,P,O,MELODIES OF RIGOLETTO MUSIC PUBLISHING,50.00,01036461187,"ASCAP   ",02/18/2025,WORKS REGISTRATION,T3304682988,Reconciled
71580035,GENTE CONVENENCIERA,W," ",QUEZADA ALFONSO DE JESUS JR MR,25.00,00870476513,"BMI     ",02/18/2025,WORKS REGISTRATION,T3304682988,Reconciled
71580035,GENTE CONVENENCIERA,W," ",MONTEMAYOR MARQUEZ KEVIN,25.00,01265491046,"BMI     ",02/18/2025,WORKS REGISTRATION,T3304682988,Reconciled
71583428,DEL DICHO AL HECHO,P,O,SONGS OF AFINARTE,50.00,00817874992,"BMI     ",02/18/2025,WORKS REGISTRATION,T3304683594,Reconciled
71583428,DEL DICHO AL HECHO,W," ",GARCIA ALEXANDER,50.00,00782546705,"ASCAP   ",02/18/2025,WORKS REGISTRATION,T3304683594,Reconciled
71583428,DEL DICHO AL HECHO,P,O,MELODIES OF AFINARTE,0.00,00807953316,"ASCAP   ",02/18/2025,WORKS REGISTRATION,T3304683594,Reconciled
71583428,DEL DICHO AL HECHO,P,O,MELODIES OF RIGOLETTO MUSIC PUBLISHING,50.00,01036461187,"ASCAP   ",02/18/2025,WORKS REGISTRATION,T3304683594,Reconciled
71583428,DEL DICHO AL HECHO,W," ",QUEZADA VILLANUEVA ALFONSO,50.00,01253383362,"BMI     ",02/18/2025,WORKS REGISTRATION,T3304683594,Reconciled
71599177,KBZONE,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",02/11/2025,WORKS REGISTRATION,T3306736023,Reconciled
71599177,KBZONE,W," ",LOPEZ MORALES JOSE ALFONSO MR,100.00,01246324764,"BMI     ",02/11/2025,WORKS REGISTRATION,T3306736023,Reconciled
71789881,LA DE LAS CARTAS,W," ",NORIEGA PADILLA TLALOC,50.00,00661191062,"SACM    ",04/01/2025,WORKS REGISTRATION,"           ",Pending Society Review
71789881,LA DE LAS CARTAS,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",04/01/2025,WORKS REGISTRATION,"           ",Pending Society Review
71789881,LA DE LAS CARTAS,W," ",DEL ROSARIO IRENE,50.00,"           ","NA      ",04/01/2025,WORKS REGISTRATION,"           ",Pending Society Review
71789896,CHAMPAGNE,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",02/25/2025,WORKS REGISTRATION,T3309444251,Reconciled
71789896,CHAMPAGNE,W," ",MURILLO ZAZUETA MIGUEL GUADALUPE MR,100.00,01107107016,"BMI     ",02/25/2025,WORKS REGISTRATION,T3309444251,Reconciled
71789903,AL INFINITO Y MAS ALLA,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",02/25/2025,WORKS REGISTRATION,T3309559904,Reconciled
71789903,AL INFINITO Y MAS ALLA,W," ",REYES FERNANDO VALENZUELA MR,100.00,00382436942,"BMI     ",02/25/2025,WORKS REGISTRATION,T3309559904,Reconciled
